hour_of_day,day_of_week,is_weekend,month,day_of_month,temperature,precipitation,weather_condition,humidity,wind_speed,line_number,vehicle_type,vehicle_number,brigade,route_segment,direction,stop_name,planned_travel_time_min,delay_minutes,delay_category,delay_ratio,is_delayed
7,1,False,2,2,10.3,0.4,rain,70,0.1,1,tramwaj,RZ281,61-10,Jarzębiny–Krowodrza,Salwator,Nowy Bieżanów P+R 01,40,9.6,significant_delay,0.239643,True
12,1,False,3,27,10.4,0.7,sunny,77,2.8,10,tramwaj,RF452,21-05,Czerwone Maki–Os.Piastów,Mały Płaszów P+R,Górka Narodowa P+R 01,20,1.5,slight_delay,0.076032,False
12,0,False,7,7,38.4,0.1,rain,81,1.0,76,tramwaj,RY391,04-07,Rondo Grunwaldzkie–Czerwone Maki,Kurdwanów P+R,Pleszów 01,30,10.9,major_delay,0.364306,True
9,3,False,11,12,16.9,0.3,sunny,42,1.3,20,tramwaj,HY266,74-04,Os.Piastów–Pleszów,Salwator,Mały Płaszów P+R 01,40,0.0,on_time,0.0,False
5,2,False,1,2,14.0,0.3,snow,76,1.8,24,tramwaj,HG762,29-04,Bronowice–Borek Fałęcki,Czerwone Maki P+R,Borek Fałęcki 01,40,1.6,slight_delay,0.040383,False
10,2,False,4,1,20.4,3.1,sunny,73,1.4,52,tramwaj,HL767,53-09,Salwator–Krowodrza Górka,Bronowice Małe,Nowy Bieżanów P+R 01,20,5.4,significant_delay,0.270557,True
13,5,True,8,2,39.9,0.2,sunny,94,0.4,52,tramwaj,HY985,02-08,Mały Płaszów–Cichy Kącik,Bronowice Małe,Dworzec Towarowy 01,35,0.0,on_time,0.0,False
5,4,False,11,18,14.0,0.1,sunny,46,0.1,24,tramwaj,RP762,23-10,Rondo Hipokratesa–Nowy Bieżanów,Krowodrza G. P+R,Teatr Słowackiego 01,45,0.0,on_time,0.0,False
8,2,False,8,10,34.2,0.5,rain,88,9.1,11,tramwaj,HY329,33-10,Borek Fałęcki–Kopiec Wandy,Kurdwanów P+R,Mały Płaszów P+R 01,20,4.0,moderate_delay,0.202073,True
20,6,True,6,23,34.4,0.0,sunny,41,2.4,78,tramwaj,HL829,36-07,Mały Płaszów–Cichy Kącik,Pleszów,Os. Piastów 01,35,6.0,significant_delay,0.171929,True
7,3,False,12,19,19.9,0.3,rain,69,2.1,14,tramwaj,RG972,45-08,Bronowice–Borek Fałęcki,Rondo Hipokratesa,Dworzec Towarowy 01,40,0.0,on_time,0.00065,False
17,6,True,7,18,26.4,0.7,rain,92,2.8,52,tramwaj,HL323,60-05,Bronowice–Borek Fałęcki,Os.Piastów,Salwator 01,40,4.5,moderate_delay,0.111662,True
20,5,True,5,16,12.0,0.9,sunny,66,0.1,20,tramwaj,RG698,14-01,Mały Płaszów–Cichy Kącik,Rondo Hipokratesa,Dworzec Towarowy 01,35,0.7,on_time,0.020398,False
5,2,False,12,20,5.3,0.6,rain,35,3.9,3,tramwaj,RF674,77-10,Czerwone Maki–Os.Piastów,Os.Piastów,Rondo Hipokratesa 02,35,0.3,on_time,0.008063,False
5,6,True,10,18,18.9,1.0,sunny,30,0.7,18,tramwaj,HL405,14-08,Salwator–Krowodrza Górka,Nowy Bieżanów P+R,Pleszów 01,45,1.4,slight_delay,0.031714,False
6,6,True,3,14,18.1,0.5,rain,90,0.7,10,tramwaj,RY444,36-06,Czerwone Maki–Os.Piastów,Mały Płaszów P+R,Os. Piastów 01,35,0.0,on_time,0.0,False
10,5,True,5,1,43.5,0.5,rain,91,2.0,22,tramwaj,HL367,39-04,Os.Piastów–Pleszów,Mały Płaszów P+R,Teatr Słowackiego 01,25,5.9,significant_delay,0.2372,True
15,1,False,8,23,33.4,0.2,sunny,54,4.9,78,tramwaj,RP629,31-01,Jarzębiny–Krowodrza,Os.Piastów,Bronowice Małe 01,25,0.9,on_time,0.037239,False
13,1,False,9,7,33.0,0.4,rain,78,0.8,52,tramwaj,RG776,41-03,Górka Narodowa–Czerwone Maki,Os.Piastów,Os. Piastów 01,35,0.6,on_time,0.016869,False
23,6,True,8,8,27.6,0.4,sunny,44,0.3,52,tramwaj,HY771,64-05,Rondo Hipokratesa–Nowy Bieżanów,Krowodrza G. P+R,Górka Narodowa P+R 01,40,0.0,on_time,0.0,False
9,2,False,7,3,35.2,0.1,rain,43,5.8,10,tramwaj,HL528,52-07,Rondo Grunwaldzkie–Czerwone Maki,Krowodrza G. P+R,Rondo Grunwaldzkie 01,20,1.9,slight_delay,0.095771,False
8,4,False,2,3,3.3,1.1,cloudy,39,1.5,20,tramwaj,HY697,74-04,Górka Narodowa–Czerwone Maki,Krowodrza G. P+R,Pleszów 01,20,4.8,moderate_delay,0.240611,True
15,6,True,4,21,14.7,0.4,cloudy,35,1.9,52,tramwaj,RF843,29-09,Rondo Grunwaldzkie–Czerwone Maki,Czerwone Maki P+R,Nowy Bieżanów P+R 01,40,0.0,on_time,0.0,False
17,5,True,8,20,36.8,0.2,cloudy,57,1.4,21,tramwaj,RZ787,46-09,Górka Narodowa–Czerwone Maki,Bronowice Małe,Kurdwanów P+R 03,35,1.8,slight_delay,0.05233,False
13,4,False,1,17,21.8,0.2,sunny,49,1.1,20,tramwaj,HL965,22-09,Rondo Hipokratesa–Nowy Bieżanów,Borek Fałęcki,Pleszów 01,25,0.0,on_time,0.0,False
19,0,False,4,7,28.1,1.2,sunny,88,1.0,20,tramwaj,RP400,13-08,Jarzębiny–Krowodrza,Borek Fałęcki,Czerwone Maki P+R 01,40,1.0,on_time,0.024732,False
9,0,False,5,14,31.4,0.2,sunny,77,0.3,18,tramwaj,RP858,34-09,Czerwone Maki–Os.Piastów,Borek Fałęcki,Rondo Hipokratesa 02,25,2.9,slight_delay,0.114776,False
12,0,False,5,26,33.6,1.1,sunny,49,1.1,18,tramwaj,RP796,43-02,Rondo Grunwaldzkie–Czerwone Maki,Mały Płaszów P+R,Kurdwanów P+R 03,20,0.6,on_time,0.03014,False
13,6,True,8,26,31.1,0.0,sunny,61,2.3,22,tramwaj,HG463,29-05,Nowy Bieżanów–Krowodrza,Rondo Hipokratesa,Rondo Hipokratesa 02,20,1.3,slight_delay,0.063644,False
16,1,False,2,18,16.6,0.4,rain,30,0.5,11,tramwaj,RG907,43-06,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Kurdwanów P+R 03,35,3.1,moderate_delay,0.089573,True
18,3,False,10,15,24.6,0.2,cloudy,82,2.2,78,tramwaj,HL699,38-08,Jarzębiny–Krowodrza,Rondo Hipokratesa,Nowy Bieżanów P+R 01,45,7.3,significant_delay,0.162723,True
12,6,True,4,21,15.5,0.6,sunny,87,1.6,3,tramwaj,RY581,07-10,Bronowice–Borek Fałęcki,Borek Fałęcki,Rondo Grunwaldzkie 01,25,0.0,on_time,0.0,False
23,3,False,4,19,33.9,0.4,sunny,50,0.8,9,tramwaj,RY583,25-09,Nowy Bieżanów–Krowodrza,Salwator,Dworzec Towarowy 01,30,1.0,slight_delay,0.034927,False
22,3,False,12,24,15.8,0.7,rain,35,1.1,8,tramwaj,RY988,49-09,Kurdwanów–Pleszów,Pleszów,Os. Piastów 01,40,0.7,on_time,0.018063,False
11,6,True,1,8,20.0,0.2,sunny,91,0.6,20,tramwaj,HL523,07-03,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Dworzec Towarowy 01,35,2.2,slight_delay,0.062996,False
15,4,False,8,7,44.2,0.3,sunny,75,1.6,9,tramwaj,RP305,44-07,Borek Fałęcki–Kopiec Wandy,Os.Piastów,Rondo Hipokratesa 02,25,2.8,slight_delay,0.112137,False
17,4,False,4,4,29.7,0.6,rain,86,6.3,72,tramwaj,RZ246,41-03,Kurdwanów–Pleszów,Borek Fałęcki,Borek Fałęcki 01,35,13.7,major_delay,0.390562,True
8,0,False,8,27,34.6,1.2,sunny,85,3.6,1,tramwaj,RY599,43-03,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Czerwone Maki P+R 01,45,2.5,slight_delay,0.055388,False
8,1,False,11,5,19.8,0.0,snow,37,0.2,10,tramwaj,RF749,08-01,Kurdwanów–Pleszów,Krowodrza G. P+R,Pleszów 01,30,4.0,moderate_delay,0.134273,True
21,1,False,3,22,12.4,0.3,sunny,72,1.4,5,tramwaj,RZ380,27-03,Borek Fałęcki–Kopiec Wandy,Rondo Hipokratesa,Górka Narodowa P+R 01,30,0.2,on_time,0.006208,False
8,1,False,4,11,26.6,0.1,rain,36,0.2,76,tramwaj,RP601,12-03,Nowy Bieżanów–Krowodrza,Os.Piastów,Teatr Słowackiego 01,20,3.1,moderate_delay,0.155904,True
5,6,True,4,28,23.3,0.0,snow,43,0.7,3,tramwaj,RG748,55-07,Nowy Bieżanów–Krowodrza,Czerwone Maki P+R,Krowodrza Górka P+R 03,40,1.9,slight_delay,0.04717,False
12,3,False,4,18,13.7,0.4,sunny,47,0.5,4,tramwaj,RG588,50-01,Bronowice–Borek Fałęcki,Bronowice Małe,Os. Piastów 01,45,0.2,on_time,0.003398,False
19,2,False,12,5,7.9,0.2,sunny,42,0.5,3,tramwaj,HY646,26-06,Rondo Grunwaldzkie–Czerwone Maki,Nowy Bieżanów P+R,Mały Płaszów P+R 01,20,1.4,slight_delay,0.06984,False
6,0,False,3,12,18.1,1.1,rain,39,0.1,5,tramwaj,HY429,68-04,Rondo Hipokratesa–Nowy Bieżanów,Kurdwanów P+R,Mały Płaszów P+R 01,25,10.3,major_delay,0.410082,True
5,6,True,1,8,18.4,0.8,sunny,43,3.4,3,tramwaj,HY792,01-04,Rondo Grunwaldzkie–Czerwone Maki,Kurdwanów P+R,Rondo Grunwaldzkie 01,20,0.0,on_time,0.0,False
12,0,False,5,12,27.1,1.4,fog,70,2.3,1,tramwaj,HG810,45-05,Kurdwanów–Pleszów,Kurdwanów P+R,Bronowice Małe 01,40,6.2,significant_delay,0.15575,True
17,6,True,8,13,27.2,0.3,cloudy,79,1.0,77,tramwaj,RP205,50-09,Jarzębiny–Krowodrza,Górka Narodowa P+R,Mały Płaszów P+R 01,25,0.6,on_time,0.024143,False
20,4,False,7,4,25.6,0.2,sunny,87,0.0,3,tramwaj,HL271,09-01,Salwator–Krowodrza Górka,Czerwone Maki P+R,Bronowice Małe 01,20,0.2,on_time,0.010958,False
15,5,True,9,25,27.9,0.2,sunny,93,0.0,76,tramwaj,HL397,59-09,Salwator–Krowodrza Górka,Pleszów,Dworzec Towarowy 01,40,1.3,slight_delay,0.031454,False
13,6,True,5,19,25.5,1.5,rain,82,3.3,52,tramwaj,RF544,18-06,Nowy Bieżanów–Krowodrza,Os.Piastów,Dworzec Towarowy 01,35,1.4,slight_delay,0.04119,False
16,5,True,9,15,26.8,1.7,rain,45,3.5,77,tramwaj,RZ467,25-03,Salwator–Krowodrza Górka,Borek Fałęcki,Pleszów 01,40,10.8,major_delay,0.270912,True
12,1,False,3,10,23.3,1.2,cloudy,68,0.4,78,tramwaj,RG119,30-04,Jarzębiny–Krowodrza,Os.Piastów,Kurdwanów P+R 03,30,0.0,on_time,0.0,False
20,2,False,6,21,33.7,0.5,sunny,44,0.4,14,tramwaj,RP316,03-10,Rondo Hipokratesa–Nowy Bieżanów,Borek Fałęcki,Mały Płaszów P+R 01,40,0.6,on_time,0.013798,False
14,6,True,9,12,31.9,0.3,sunny,40,2.8,9,tramwaj,RP226,47-01,Kurdwanów–Pleszów,Rondo Hipokratesa,Czerwone Maki P+R 01,35,5.6,significant_delay,0.161055,True
6,6,True,11,11,27.1,1.0,sunny,91,1.3,14,tramwaj,RG997,33-09,Nowy Bieżanów–Krowodrza,Kurdwanów P+R,Górka Narodowa P+R 01,45,0.0,on_time,0.0,False
14,6,True,4,4,19.0,0.7,sunny,54,0.8,5,tramwaj,HY708,07-02,Jarzębiny–Krowodrza,Krowodrza G. P+R,Kurdwanów P+R 03,40,0.2,on_time,0.005987,False
9,3,False,2,26,14.1,0.0,rain,53,1.0,10,tramwaj,HY149,15-07,Kurdwanów–Pleszów,Górka Narodowa P+R,Os. Piastów 01,20,5.8,significant_delay,0.289319,True
21,5,True,12,7,-0.1,0.2,sunny,54,5.5,1,tramwaj,RZ489,16-09,Salwator–Krowodrza Górka,Krowodrza G. P+R,Salwator 01,45,1.3,slight_delay,0.029297,False
20,0,False,8,15,23.8,0.2,rain,88,0.3,50,tramwaj,HL585,20-04,Salwator–Krowodrza Górka,Nowy Bieżanów P+R,Nowy Bieżanów P+R 01,25,0.0,on_time,0.0,False
6,6,True,1,10,23.3,1.9,sunny,67,1.8,18,tramwaj,HY408,54-02,Jarzębiny–Krowodrza,Rondo Hipokratesa,Bronowice Małe 01,35,0.0,on_time,0.0,False
12,2,False,1,2,4.7,1.1,rain,77,0.7,50,tramwaj,HL737,78-03,Jarzębiny–Krowodrza,Kurdwanów P+R,Os. Piastów 01,30,4.5,moderate_delay,0.150687,True
7,3,False,4,11,18.0,0.0,cloudy,35,2.1,21,tramwaj,RG950,14-09,Bronowice–Borek Fałęcki,Mały Płaszów P+R,Górka Narodowa P+R 01,40,5.2,significant_delay,0.129293,True
12,1,False,2,15,6.2,0.4,cloudy,32,2.3,4,tramwaj,RY389,15-02,Kurdwanów–Pleszów,Czerwone Maki P+R,Pleszów 01,45,0.0,on_time,0.0,False
5,1,False,7,15,27.1,0.2,cloudy,30,0.1,50,tramwaj,RZ303,78-04,Nowy Bieżanów–Krowodrza,Mały Płaszów P+R,Borek Fałęcki 01,30,0.0,on_time,0.0,False
8,5,True,9,10,18.8,0.6,rain,68,5.5,3,tramwaj,HL951,67-04,Os.Piastów–Pleszów,Rondo Hipokratesa,Rondo Hipokratesa 02,35,3.0,slight_delay,0.085383,False
21,0,False,3,6,24.4,0.3,rain,45,1.6,77,tramwaj,RF820,53-05,Nowy Bieżanów–Krowodrza,Krowodrza G. P+R,Rondo Grunwaldzkie 01,35,4.2,moderate_delay,0.120936,True
18,3,False,6,20,31.5,1.5,rain,56,1.7,18,tramwaj,RP140,71-08,Nowy Bieżanów–Krowodrza,Kurdwanów P+R,Os. Piastów 01,45,6.5,significant_delay,0.14367,True
12,0,False,10,4,28.0,0.2,snow,86,3.5,52,tramwaj,HG804,62-06,Rondo Hipokratesa–Nowy Bieżanów,Nowy Bieżanów P+R,Dworzec Towarowy 01,25,5.5,significant_delay,0.219152,True
20,6,True,5,20,20.3,0.8,sunny,80,2.7,22,tramwaj,HG102,02-02,Jarzębiny–Krowodrza,Rondo Hipokratesa,Czerwone Maki P+R 01,20,0.1,on_time,0.00581,False
6,1,False,9,28,25.7,0.6,sunny,38,0.9,78,tramwaj,RY955,74-08,Rondo Grunwaldzkie–Czerwone Maki,Nowy Bieżanów P+R,Teatr Słowackiego 01,40,0.0,on_time,0.0,False
21,6,True,9,22,30.3,0.5,cloudy,47,0.5,20,tramwaj,RP192,66-02,Jarzębiny–Krowodrza,Bronowice Małe,Nowy Bieżanów P+R 01,20,1.5,slight_delay,0.074528,False
16,2,False,1,6,-1.0,1.3,snow,38,3.4,11,tramwaj,RY362,30-08,Borek Fałęcki–Kopiec Wandy,Salwator,Czerwone Maki P+R 01,45,5.2,significant_delay,0.115977,True
19,2,False,12,22,10.7,0.2,rain,65,1.6,10,tramwaj,HL370,60-01,Bronowice–Borek Fałęcki,Mały Płaszów P+R,Salwator 01,25,3.4,moderate_delay,0.136767,True
18,3,False,12,23,16.9,0.8,rain,87,1.4,22,tramwaj,RY932,23-01,Kurdwanów–Pleszów,Borek Fałęcki,Dworzec Towarowy 01,20,6.6,significant_delay,0.328423,True
15,4,False,1,4,14.8,0.2,sunny,36,0.5,24,tramwaj,HL468,41-07,Rondo Hipokratesa–Nowy Bieżanów,Górka Narodowa P+R,Borek Fałęcki 01,20,2.0,slight_delay,0.099421,False
10,6,True,8,5,43.8,1.6,rain,38,0.1,76,tramwaj,RY197,06-01,Rondo Hipokratesa–Nowy Bieżanów,Krowodrza G. P+R,Salwator 01,20,0.4,on_time,0.01905,False
8,0,False,5,2,19.6,0.0,sunny,43,2.5,22,tramwaj,RP779,22-06,Jarzębiny–Krowodrza,Czerwone Maki P+R,Borek Fałęcki 01,30,4.4,moderate_delay,0.146286,True
20,2,False,2,26,13.4,0.7,cloudy,85,2.4,76,tramwaj,RF548,80-05,Jarzębiny–Krowodrza,Pleszów,Bronowice Małe 01,35,0.3,on_time,0.009639,False
22,5,True,9,6,27.2,0.3,sunny,80,1.5,5,tramwaj,RY481,44-03,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Borek Fałęcki 01,40,0.4,on_time,0.009552,False
20,3,False,11,26,16.0,0.5,fog,66,0.4,5,tramwaj,RY510,52-08,Rondo Grunwaldzkie–Czerwone Maki,Bronowice Małe,Borek Fałęcki 01,25,0.1,on_time,0.003936,False
20,3,False,9,28,21.0,1.4,cloudy,35,0.4,21,tramwaj,HL955,50-08,Jarzębiny–Krowodrza,Borek Fałęcki,Kurdwanów P+R 03,40,0.0,on_time,0.0,False
11,6,True,11,18,15.3,0.3,sunny,85,1.0,52,tramwaj,RG764,22-02,Mały Płaszów–Cichy Kącik,Górka Narodowa P+R,Dworzec Towarowy 01,45,0.0,on_time,0.0,False
21,1,False,7,27,32.1,0.3,sunny,38,4.8,10,tramwaj,RP812,08-03,Os.Piastów–Pleszów,Mały Płaszów P+R,Krowodrza Górka P+R 03,45,1.2,slight_delay,0.027054,False
20,2,False,11,11,21.7,1.2,snow,85,0.7,4,tramwaj,RY526,76-08,Bronowice–Borek Fałęcki,Krowodrza G. P+R,Kurdwanów P+R 03,30,2.3,slight_delay,0.078229,False
10,1,False,11,16,24.1,0.9,sunny,50,0.7,3,tramwaj,RZ285,79-07,Nowy Bieżanów–Krowodrza,Kurdwanów P+R,Os. Piastów 01,45,0.2,on_time,0.004039,False
10,2,False,6,19,34.3,0.1,rain,57,3.9,11,tramwaj,RF726,04-03,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Czerwone Maki P+R 01,35,3.4,moderate_delay,0.096996,True
23,0,False,9,14,37.7,0.2,rain,55,0.4,24,tramwaj,RZ599,15-07,Nowy Bieżanów–Krowodrza,Nowy Bieżanów P+R,Pleszów 01,25,1.2,slight_delay,0.049262,False
17,1,False,2,13,5.6,0.6,cloudy,44,1.3,14,tramwaj,RZ147,09-05,Mały Płaszów–Cichy Kącik,Borek Fałęcki,Os. Piastów 01,20,4.2,moderate_delay,0.208657,True
12,2,False,3,14,11.4,1.1,sunny,46,0.7,72,tramwaj,RF112,68-10,Mały Płaszów–Cichy Kącik,Bronowice Małe,Salwator 01,45,2.0,slight_delay,0.045329,False
18,4,False,5,20,25.5,0.0,cloudy,59,7.8,14,tramwaj,HG785,44-09,Borek Fałęcki–Kopiec Wandy,Os.Piastów,Mały Płaszów P+R 01,45,3.1,moderate_delay,0.068855,True
20,1,False,10,7,31.7,0.3,rain,55,0.6,11,tramwaj,RY543,32-08,Czerwone Maki–Os.Piastów,Krowodrza G. P+R,Mały Płaszów P+R 01,25,4.1,moderate_delay,0.162288,True
7,2,False,2,19,16.4,0.7,cloudy,35,1.2,3,tramwaj,RF779,50-03,Salwator–Krowodrza Górka,Rondo Hipokratesa,Rondo Hipokratesa 02,20,1.1,slight_delay,0.055966,False
22,4,False,4,12,28.9,0.9,snow,56,0.6,52,tramwaj,HY111,21-09,Jarzębiny–Krowodrza,Czerwone Maki P+R,Nowy Bieżanów P+R 01,45,8.8,significant_delay,0.196539,True
9,3,False,11,4,20.2,0.2,rain,33,0.7,1,tramwaj,RZ972,64-03,Górka Narodowa–Czerwone Maki,Mały Płaszów P+R,Bronowice Małe 01,40,7.4,significant_delay,0.184914,True
21,4,False,7,13,31.8,0.5,sunny,32,2.6,18,tramwaj,RY869,63-06,Kurdwanów–Pleszów,Kurdwanów P+R,Rondo Hipokratesa 02,25,0.0,on_time,0.0,False
6,6,True,9,24,20.8,0.1,rain,73,0.8,14,tramwaj,HG438,36-01,Rondo Hipokratesa–Nowy Bieżanów,Borek Fałęcki,Os. Piastów 01,35,1.5,slight_delay,0.042561,False
8,5,True,12,28,8.3,0.0,snow,41,0.4,21,tramwaj,HG663,49-07,Nowy Bieżanów–Krowodrza,Os.Piastów,Mały Płaszów P+R 01,25,2.8,slight_delay,0.112079,False
21,2,False,1,7,4.3,1.0,rain,92,1.4,8,tramwaj,HG180,59-08,Salwator–Krowodrza Górka,Borek Fałęcki,Rondo Grunwaldzkie 01,45,1.4,slight_delay,0.032112,False
9,4,False,5,24,18.9,0.6,sunny,57,8.0,76,tramwaj,RZ190,64-08,Mały Płaszów–Cichy Kącik,Mały Płaszów P+R,Czerwone Maki P+R 01,35,0.2,on_time,0.004401,False
21,1,False,7,1,30.1,0.2,sunny,57,1.0,22,tramwaj,RF221,64-01,Salwator–Krowodrza Górka,Nowy Bieżanów P+R,Nowy Bieżanów P+R 01,40,1.4,slight_delay,0.035274,False
9,4,False,3,4,22.7,0.2,rain,54,4.0,22,tramwaj,RY513,53-01,Os.Piastów–Pleszów,Rondo Hipokratesa,Mały Płaszów P+R 01,25,0.0,on_time,0.0,False
5,1,False,9,21,23.8,1.1,sunny,45,0.8,4,tramwaj,HY945,12-10,Rondo Hipokratesa–Nowy Bieżanów,Bronowice Małe,Czerwone Maki P+R 01,45,0.0,on_time,0.0,False
10,5,True,6,28,28.5,0.2,rain,32,3.3,11,tramwaj,HL620,72-04,Czerwone Maki–Os.Piastów,Górka Narodowa P+R,Czerwone Maki P+R 01,35,0.4,on_time,0.010744,False
19,1,False,10,2,27.2,0.2,sunny,31,1.0,3,tramwaj,RZ449,47-01,Mały Płaszów–Cichy Kącik,Os.Piastów,Salwator 01,40,1.3,slight_delay,0.032805,False
12,5,True,5,20,26.0,1.4,sunny,52,4.5,72,tramwaj,HG964,59-06,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Salwator 01,40,0.0,on_time,0.0,False
18,2,False,9,15,34.9,1.5,rain,52,1.7,4,tramwaj,RZ833,47-08,Jarzębiny–Krowodrza,Salwator,Bronowice Małe 01,30,18.6,major_delay,0.618752,True
6,5,True,5,21,21.2,1.5,sunny,87,0.7,24,tramwaj,RY199,29-01,Kurdwanów–Pleszów,Krowodrza G. P+R,Teatr Słowackiego 01,20,4.1,moderate_delay,0.203111,True
10,6,True,2,26,11.2,0.8,sunny,67,0.4,52,tramwaj,RF463,38-09,Górka Narodowa–Czerwone Maki,Mały Płaszów P+R,Salwator 01,25,1.2,slight_delay,0.048948,False
8,3,False,1,2,17.2,0.7,sunny,63,0.3,5,tramwaj,RF818,14-01,Górka Narodowa–Czerwone Maki,Krowodrza G. P+R,Bronowice Małe 01,30,0.3,on_time,0.009371,False
8,1,False,10,6,26.3,0.0,cloudy,89,11.4,18,tramwaj,RP604,18-07,Czerwone Maki–Os.Piastów,Rondo Hipokratesa,Rondo Hipokratesa 02,20,4.5,moderate_delay,0.226702,True
14,1,False,9,25,30.6,0.1,sunny,57,0.5,21,tramwaj,RY360,79-04,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Pleszów 01,35,1.4,slight_delay,0.039543,False
10,0,False,11,21,17.6,0.2,rain,62,8.8,8,tramwaj,HG223,51-04,Górka Narodowa–Czerwone Maki,Czerwone Maki P+R,Teatr Słowackiego 01,45,5.3,significant_delay,0.117476,True
14,6,True,8,22,37.6,2.0,sunny,88,0.3,4,tramwaj,RZ944,25-06,Salwator–Krowodrza Górka,Rondo Hipokratesa,Teatr Słowackiego 01,45,0.0,on_time,0.0,False
12,5,True,10,27,27.7,0.4,rain,85,1.3,78,tramwaj,RY875,54-01,Mały Płaszów–Cichy Kącik,Salwator,Kurdwanów P+R 03,20,1.5,slight_delay,0.07708,False
21,6,True,6,3,30.8,0.4,cloudy,83,2.5,3,tramwaj,RY890,58-08,Salwator–Krowodrza Górka,Os.Piastów,Bronowice Małe 01,30,3.2,moderate_delay,0.107031,True
18,2,False,11,10,12.1,0.4,fog,63,0.4,4,tramwaj,RP610,01-09,Rondo Hipokratesa–Nowy Bieżanów,Mały Płaszów P+R,Salwator 01,25,5.6,significant_delay,0.224412,True
15,5,True,2,9,9.8,2.0,cloudy,72,1.0,8,tramwaj,HY666,56-10,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Os. Piastów 01,20,0.4,on_time,0.019475,False
16,6,True,10,10,24.8,0.1,sunny,50,2.1,1,tramwaj,RZ620,23-10,Bronowice–Borek Fałęcki,Os.Piastów,Teatr Słowackiego 01,20,3.0,slight_delay,0.147765,False
20,3,False,12,26,7.7,0.5,rain,81,2.3,4,tramwaj,RP848,17-02,Czerwone Maki–Os.Piastów,Mały Płaszów P+R,Os. Piastów 01,20,2.5,slight_delay,0.127403,False
15,4,False,9,14,28.1,2.6,sunny,30,0.1,1,tramwaj,RG773,77-10,Os.Piastów–Pleszów,Pleszów,Teatr Słowackiego 01,25,13.4,major_delay,0.534587,True
12,4,False,10,19,18.9,0.4,sunny,67,1.4,11,tramwaj,RF616,50-07,Rondo Grunwaldzkie–Czerwone Maki,Os.Piastów,Dworzec Towarowy 01,35,0.0,on_time,0.0,False
10,5,True,9,23,32.4,0.4,rain,53,0.1,72,tramwaj,HG380,51-06,Czerwone Maki–Os.Piastów,Os.Piastów,Borek Fałęcki 01,25,3.0,slight_delay,0.118238,False
11,3,False,1,6,15.9,0.6,rain,55,2.0,8,tramwaj,HL563,18-03,Borek Fałęcki–Kopiec Wandy,Os.Piastów,Czerwone Maki P+R 01,20,0.1,on_time,0.004132,False
9,4,False,8,22,19.6,0.6,sunny,92,1.8,18,tramwaj,RG716,66-05,Kurdwanów–Pleszów,Salwator,Czerwone Maki P+R 01,20,0.0,on_time,0.0,False
9,2,False,9,19,33.2,0.6,sunny,87,3.0,77,tramwaj,RF828,71-04,Nowy Bieżanów–Krowodrza,Salwator,Os. Piastów 01,25,5.8,significant_delay,0.232851,True
17,6,True,6,6,27.1,0.4,rain,73,2.5,8,tramwaj,HG314,80-05,Bronowice–Borek Fałęcki,Czerwone Maki P+R,Nowy Bieżanów P+R 01,40,8.2,significant_delay,0.204738,True
15,3,False,11,9,18.5,1.0,cloudy,41,0.6,72,tramwaj,RF788,17-03,Mały Płaszów–Cichy Kącik,Os.Piastów,Kurdwanów P+R 03,30,1.4,slight_delay,0.04613,False
11,2,False,2,20,10.3,0.1,sunny,87,1.1,10,tramwaj,RF827,15-06,Rondo Grunwaldzkie–Czerwone Maki,Borek Fałęcki,Kurdwanów P+R 03,45,0.4,on_time,0.008553,False
23,0,False,2,19,8.3,3.0,sunny,84,1.2,24,tramwaj,RZ696,74-07,Górka Narodowa–Czerwone Maki,Bronowice Małe,Krowodrza Górka P+R 03,25,0.0,on_time,0.0,False
8,3,False,5,9,15.4,1.7,cloudy,94,1.9,5,tramwaj,HL998,55-01,Czerwone Maki–Os.Piastów,Kurdwanów P+R,Bronowice Małe 01,25,2.0,slight_delay,0.080046,False
14,6,True,1,2,10.5,1.7,sunny,59,0.1,10,tramwaj,RY125,49-03,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Dworzec Towarowy 01,45,2.1,slight_delay,0.046658,False
21,5,True,12,17,11.5,0.4,sunny,83,0.4,1,tramwaj,HY786,08-04,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Nowy Bieżanów P+R 01,30,0.0,on_time,0.0,False
9,5,True,1,11,26.6,2.2,rain,54,1.2,8,tramwaj,HL868,21-05,Os.Piastów–Pleszów,Mały Płaszów P+R,Os. Piastów 01,35,0.4,on_time,0.0115,False
13,1,False,11,6,12.0,0.7,rain,50,0.3,78,tramwaj,HL249,08-05,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Bronowice Małe 01,25,0.4,on_time,0.015117,False
